entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-4212055	25	0	26	38	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	3	0	0	0
LK-4212060	251	4	255	373	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	32	0	0	0
LK-4212065	740	12	752	1099	1	2	0	0	1	0	0	0	2	630	1	0	0	0	0	94	1	0	0
LK-4212070	112	1	114	166	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	14	0	0	0
LK-4212075	89	1	91	133	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	11	0	0	0
LK-4212080	182	3	185	270	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	23	0	0	0
LK-4212085	226	3	230	336	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	28	0	0	0
LK-4212090	126	2	128	188	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	16	0	0	0
LK-4212095	211	3	215	314	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	27	0	0	0
LK-4212100	213	3	216	316	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	27	0	0	0
LK-4212105	275	4	279	408	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	35	0	0	0
LK-4212110	230	3	234	342	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	29	0	0	0
LK-4212115	268	4	273	398	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	34	0	0	0
LK-4212120	227	3	231	338	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	29	0	0	0
LK-4212125	946	15	962	1404	1	2	0	0	1	0	1	0	2	805	2	0	0	1	1	120	1	0	0
LK-4212130	240	4	244	357	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	30	0	0	0
LK-4212135	200	3	204	298	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	25	0	0	0
LK-4212140	417	6	424	619	0	1	0	0	0	0	0	0	1	355	1	0	0	0	0	53	0	0	0
LK-4212145	286	4	291	425	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	36	0	0	0
LK-4212150	436	7	444	648	0	1	0	0	0	0	0	0	1	371	1	0	0	0	0	55	0	0	0
LK-4212155	181	3	184	268	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	23	0	0	0
LK-4215	4353	64	4426	6466	0	4	0	0	1	0	0	0	4	3704	2	0	0	0	0	546	0	0	0
LK-4215005	563	9	573	836	0	1	0	0	1	0	0	0	1	479	1	0	0	0	0	71	0	0	0
LK-4215010	380	6	387	565	0	1	0	0	0	0	0	0	1	324	0	0	0	0	0	48	0	0	0
LK-4215015	68	1	69	101	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	8	0	0	0
LK-4215020	197	3	201	293	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	25	0	0	0
LK-4215025	235	3	239	350	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	30	0	0	0
LK-4215030	136	2	138	202	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	17	0	0	0
LK-4215035	77	1	79	115	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	9	0	0	0
LK-4215040	192	3	195	285	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	24	0	0	0
LK-4215045	271	4	276	403	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	34	0	0	0
LK-4215050	275	4	280	409	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	35	0	0	0
LK-4215055	76	1	78	114	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	9	0	0	0
LK-4215060	354	5	360	525	0	1	0	0	0	0	0	0	1	301	0	0	0	0	0	45	0	0	0
LK-4215065	212	3	215	315	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	27	0	0	0
LK-4215070	508	8	516	754	0	1	0	0	0	0	0	0	1	432	1	0	0	0	0	64	0	0	0
LK-4215075	277	4	281	411	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	35	0	0	0
LK-4215080	211	3	214	313	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	26	0	0	0
LK-4215085	123	2	125	182	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	15	0	0	0
LK-4215090	154	2	156	228	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	19	0	0	0
LK-4215095	17	0	17	25	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0
LK-4215100	27	0	27	40	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	3	0	0	0
LK-43	74028	1327	75398	109650	95	161	16	2	77	27	43	37	163	55635	114	21	6	54	98	16629	92	54	2
LK-4303	4949	84	5044	7335	1	4	0	0	0	0	0	0	4	3721	1	0	0	0	1	1108	1	0	0
LK-4303005	20	0	20	29	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0
LK-4303010	11	0	11	16	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0
LK-4303015	56	1	57	84	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	12	0	0	0
LK-4303020	177	3	181	263	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	40	0	0	0
LK-4303025	227	4	231	337	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	51	0	0	0
LK-4303030	367	6	374	543	0	1	0	0	0	0	0	0	1	276	0	0	0	0	0	82	0	0	0
LK-4303035	226	4	231	336	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	51	0	0	0
LK-4303040	390	7	398	578	0	1	0	0	0	0	0	0	1	293	0	0	0	0	0	88	0	0	0
LK-4303045	244	4	249	362	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	55	0	0	0
LK-4303050	225	4	229	334	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	50	0	0	0
LK-4303055	214	3	218	317	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	48	0	0	0
LK-4303060	341	6	347	505	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	76	0	0	0
LK-4303065	77	1	79	115	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	17	0	0	0
LK-4303070	235	4	239	348	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	53	0	0	0
LK-4303075	279	5	284	413	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	62	0	0	0
LK-4303080	407	7	415	603	0	1	0	0	0	0	0	0	1	306	0	0	0	0	0	91	0	0	0
LK-4303085	331	6	337	490	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	74	0	0	0
LK-4303090	570	10	581	844	1	1	0	0	0	0	0	0	1	428	1	0	0	0	1	128	1	0	0
LK-4303095	320	5	326	474	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	72	0	0	0
LK-4303100	232	4	237	344	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	52	0	0	0
LK-4306	5640	94	5742	8355	1	7	0	0	0	0	0	0	8	4235	2	0	0	0	1	1263	1	0	0
LK-4306005	376	6	383	557	0	1	0	0	0	0	0	0	1	283	0	0	0	0	0	84	0	0	0
LK-4306010	37	0	37	54	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	8	0	0	0
LK-4306015	43	0	44	64	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	9	0	0	0
LK-4306020	315	5	321	467	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	71	0	0	0
LK-4306025	72	1	73	107	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	16	0	0	0
LK-4306030	55	1	56	82	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	12	0	0	0
LK-4306035	191	3	195	283	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	43	0	0	0
LK-4306040	374	6	381	554	0	1	0	0	0	0	0	0	1	281	0	0	0	0	0	84	0	0	0
LK-4306045	542	10	552	803	1	1	0	0	0	0	0	0	1	407	1	0	0	0	1	122	1	0	0
LK-4306050	348	6	354	515	0	0	0	0	0	0	0	0	1	261	0	0	0	0	0	78	0	0	0
LK-4306055	243	4	247	360	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	54	0	0	0
LK-4306060	493	9	502	730	0	1	0	0	0	0	0	0	1	370	1	0	0	0	0	111	0	0	0
LK-4306065	344	6	350	510	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	77	0	0	0
LK-4306070	356	6	362	527	0	1	0	0	0	0	0	0	1	267	0	0	0	0	0	80	0	0	0
LK-4306075	365	6	371	540	0	1	0	0	0	0	0	0	1	274	0	0	0	0	0	82	0	0	0
LK-4306080	282	5	287	418	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	63	0	0	0
LK-4306085	344	6	351	510	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	77	0	0	0
LK-4306090	363	6	370	538	0	1	0	0	0	0	0	0	1	273	0	0	0	0	0	81	0	0	0
LK-4306095	160	2	163	237	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	36	0	0	0
LK-4306100	337	6	343	499	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	75	0	0	0
LK-4309	50581	920	51518	74915	78	124	14	1	65	24	36	32	125	38016	91	18	5	45	81	11373	76	45	1
LK-4309005	432	8	440	640	0	1	0	0	0	0	0	0	1	325	0	0	0	0	0	97	0	0	0
LK-4309010	235	4	239	348	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	53	0	0	0
LK-4309015	186	3	190	276	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	42	0	0	0
LK-4309020	97	1	99	144	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	22	0	0	0
LK-4309025	134	2	137	199	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	30	0	0	0
LK-4309030	129	2	131	191	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	29	0	0	0
LK-4309035	136	2	138	201	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	30	0	0	0
LK-4309040	281	5	286	416	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	63	0	0	0
LK-4309045	64	1	65	95	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	14	0	0	0
LK-4309050	31	0	32	46	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	7	0	0	0
LK-4309055	520	9	530	771	1	1	0	0	0	0	0	0	1	391	1	0	0	0	1	117	1	0	0
LK-4309060	347	6	353	513	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	78	0	0	0
LK-4309065	371	6	378	550	0	1	0	0	0	0	0	0	1	279	0	0	0	0	0	83	0	0	0
LK-4309070	1901	35	1936	2816	3	5	1	0	3	1	2	1	5	1429	4	1	0	2	3	428	3	2	0
LK-4309075	1689	31	1721	2502	3	4	1	0	2	1	1	1	4	1270	3	1	0	2	3	380	3	2	0
LK-4309080	2681	49	2731	3971	5	7	1	0	4	2	2	2	7	2015	5	1	1	3	5	603	5	3	0
LK-4309085	1536	28	1564	2274	3	4	0	0	2	1	1	1	4	1154	3	1	0	1	3	345	2	1	0
LK-4309090	2379	44	2423	3524	4	6	1	0	4	1	2	2	6	1788	5	1	0	2	4	535	4	2	0
LK-4309095	2741	50	2792	4059	5	7	1	0	4	2	2	2	7	2060	6	1	1	3	5	617	5	3	0
LK-4309100	2012	37	2049	2980	3	5	1	0	3	1	2	2	5	1512	4	1	0	2	4	453	3	2	0
LK-4309105	475	8	484	704	0	1	0	0	0	0	0	0	1	357	1	0	0	0	0	107	0	0	0
LK-4309110	433	8	442	642	0	1	0	0	0	0	0	0	1	326	0	0	0	0	0	97	0	0	0
LK-4309115	1354	25	1379	2005	2	3	0	0	2	1	1	1	3	1017	2	0	0	1	2	304	2	1	0
LK-4309120	2038	37	2076	3019	4	5	1	0	3	1	2	2	5	1532	4	1	0	2	4	458	3	2	0
LK-4309125	815	15	830	1206	1	2	0	0	1	0	0	0	2	612	1	0	0	1	1	183	1	1	0
LK-4309130	828	15	843	1226	1	2	0	0	1	0	0	0	2	622	1	0	0	1	1	186	1	1	0
LK-4309135	1229	22	1252	1820	2	3	0	0	2	0	1	1	3	924	2	0	0	1	2	276	2	1	0
LK-4309140	867	16	883	1284	1	2	0	0	1	0	0	0	2	651	1	0	0	1	1	195	1	1	0
LK-4309145	1087	20	1107	1609	2	3	0	0	1	0	1	1	3	817	2	0	0	1	2	244	2	1	0
LK-4309150	1979	36	2015	2931	3	5	1	0	3	1	2	1	5	1487	4	1	0	2	3	445	3	2	0
LK-4309155	990	18	1008	1466	1	2	0	0	1	0	1	0	2	744	2	0	0	1	1	222	1	1	0
LK-4309160	976	18	994	1446	1	2	0	0	1	0	1	0	2	734	2	0	0	1	1	219	1	1	0
LK-4309165	874	16	890	1294	1	2	0	0	1	0	0	0	2	657	1	0	0	1	1	196	1	1	0
LK-4309170	1479	27	1507	2191	2	4	0	0	2	1	1	1	4	1112	3	1	0	1	2	333	2	1	0
LK-4309175	4009	74	4083	5937	7	11	2	1	6	3	4	4	11	3013	8	2	1	4	8	902	7	4	1
LK-4309180	1562	28	1591	2314	3	4	0	0	2	1	1	1	4	1174	3	1	0	1	3	351	3	1	0
LK-4309185	2605	48	2653	3858	5	7	1	0	4	2	2	2	7	1958	5	1	1	3	5	586	5	3	0
LK-4309190	1519	28	1547	2250	2	4	0	0	2	1	1	1	4	1142	3	1	0	1	3	342	2	1	0
LK-4309195	2161	40	2201	3201	4	6	1	0	3	1	2	2	6	1624	4	1	0	2	4	486	4	2	0
LK-4309200	2785	51	2836	4124	5	7	1	0	4	2	2	2	8	2093	6	1	1	3	5	627	5	3	0
LK-4309205	2258	41	2300	3344	4	6	1	0	3	1	2	2	6	1697	5	1	0	2	4	508	4	2	0
LK-4309210	356	6	363	528	0	1	0	0	0	0	0	0	1	268	0	0	0	0	0	80	0	0	0
LK-4312	12858	229	13094	19045	15	26	2	1	12	3	7	5	26	9663	20	3	1	9	15	2885	14	9	1
LK-4312005	4196	77	4274	6214	8	12	2	1	7	3	4	4	12	3154	9	3	1	5	8	944	8	5	1
LK-4312010	182	3	185	270	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	41	0	0	0
LK-4312015	256	4	261	380	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	57	0	0	0
LK-4312020	82	1	84	122	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	18	0	0	0
LK-4312025	148	2	150	219	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	33	0	0	0
LK-4312030	985	18	1004	1460	1	2	0	0	1	0	1	0	2	741	2	0	0	1	1	221	1	1	0
LK-4312035	433	8	441	642	0	1	0	0	0	0	0	0	1	325	0	0	0	0	0	97	0	0	0
LK-4312040	488	9	497	723	0	1	0	0	0	0	0	0	1	366	1	0	0	0	0	109	0	0	0
LK-4312045	376	6	383	557	0	1	0	0	0	0	0	0	1	283	0	0	0	0	0	84	0	0	0
LK-4312050	291	5	296	431	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	65	0	0	0
LK-4312055	575	10	585	851	1	1	0	0	0	0	0	0	1	432	1	0	0	0	1	129	1	0	0
LK-4312060	705	13	718	1044	1	2	0	0	1	0	0	0	2	530	1	0	0	0	1	158	1	0	0
LK-4312065	1023	18	1042	1515	2	2	0	0	1	0	1	1	2	769	2	0	0	1	2	230	1	1	0
LK-4312070	997	18	1015	1476	1	2	0	0	1	0	1	0	2	749	2	0	0	1	1	224	1	1	0
LK-4312075	935	17	952	1385	1	2	0	0	1	0	0	0	2	703	2	0	0	1	1	210	1	1	0
LK-4312080	301	5	307	446	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	67	0	0	0
LK-4312085	336	6	342	497	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	75	0	0	0
LK-4312090	144	2	146	213	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	32	0	0	0
LK-4312095	124	2	126	184	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	28	0	0	0
LK-4312100	281	5	286	416	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	63	0	0	0
LK-44	44823	992	45876	63851	60	118	2	0	15	4	21	15	127	35378	89	1	0	23	67	7869	110	15	2
LK-4403	4712	103	4821	6715	4	9	0	0	1	0	1	1	9	3719	5	0	0	1	4	824	7	1	0
LK-4403005	210	4	215	300	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	37	0	0	0
LK-4403010	153	3	156	218	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	27	0	0	0
LK-4403015	136	3	140	194	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	24	0	0	0
LK-4403020	739	17	756	1053	2	3	0	0	1	0	1	1	3	583	2	0	0	1	2	130	2	1	0
LK-4403025	253	5	259	360	0	1	0	0	0	0	0	0	1	199	0	0	0	0	0	44	0	0	0
LK-4403030	322	7	329	458	0	1	0	0	0	0	0	0	1	254	1	0	0	0	0	56	1	0	0
LK-4403035	256	6	262	365	0	1	0	0	0	0	0	0	1	202	0	0	0	0	0	45	1	0	0
LK-4403040	174	4	178	248	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	30	0	0	0
LK-4403045	387	9	396	551	1	1	0	0	0	0	0	0	1	305	1	0	0	0	1	68	1	0	0
LK-4403050	59	1	61	85	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	10	0	0	0
LK-4403055	204	4	208	290	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	36	0	0	0
LK-4403060	93	2	95	133	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	16	0	0	0
LK-4403065	189	4	193	269	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	33	0	0	0
LK-4403070	371	8	380	529	1	1	0	0	0	0	0	0	1	293	1	0	0	0	1	65	1	0	0
LK-4403075	220	5	225	314	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	38	0	0	0
LK-4403080	218	5	223	311	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	38	0	0	0
LK-4403085	104	2	106	148	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	18	0	0	0
LK-4403090	281	6	288	400	0	1	0	0	0	0	0	0	1	222	0	0	0	0	0	49	1	0	0
LK-4403095	170	4	174	243	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	30	0	0	0
LK-4403100	173	4	177	246	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	30	0	0	0
LK-4406	3457	74	3539	4925	1	7	0	0	0	0	0	0	7	2730	5	0	0	0	2	604	7	0	0
LK-4406005	325	7	333	463	0	1	0	0	0	0	0	0	1	257	1	0	0	0	0	57	1	0	0
LK-4406010	211	4	216	301	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	37	0	0	0
LK-4406015	214	5	219	305	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	37	0	0	0
LK-4406020	268	6	275	382	0	1	0	0	0	0	0	0	1	212	0	0	0	0	0	47	1	0	0
LK-4406025	192	4	197	274	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	34	0	0	0
LK-4406030	309	7	316	440	0	1	0	0	0	0	0	0	1	244	1	0	0	0	0	54	1	0	0
LK-4406035	526	12	538	749	1	2	0	0	0	0	0	0	2	415	1	0	0	0	1	93	2	0	0
LK-4406040	355	8	364	506	0	1	0	0	0	0	0	0	1	281	1	0	0	0	1	62	1	0	0
LK-4406045	60	1	61	85	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	10	0	0	0
LK-4406050	206	4	211	293	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	36	0	0	0
LK-4406055	315	7	323	449	0	1	0	0	0	0	0	0	1	249	1	0	0	0	0	55	1	0	0
LK-4406060	78	1	80	111	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	13	0	0	0
LK-4406065	90	2	92	128	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	15	0	0	0
LK-4406070	148	3	151	211	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	26	0	0	0
LK-4406075	160	3	163	228	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	28	0	0	0
LK-4409	11592	266	11865	16510	27	41	2	0	9	4	11	9	44	9151	32	1	0	13	27	2044	39	9	2
LK-4409005	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409010	545	12	558	776	1	2	0	0	0	0	0	0	2	430	1	0	0	0	1	96	2	0	0
LK-4409015	1839	43	1882	2619	5	7	1	0	2	1	3	2	7	1452	6	1	0	3	5	325	7	2	1
LK-4409020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409025	530	12	543	755	1	2	0	0	0	0	0	0	2	419	1	0	0	0	1	93	2	0	0
LK-4409030	373	8	382	531	1	1	0	0	0	0	0	0	1	294	1	0	0	0	1	66	1	0	0
LK-4409035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409045	299	7	306	426	0	1	0	0	0	0	0	0	1	236	1	0	0	0	0	52	1	0	0
LK-4409050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409055	1141	26	1168	1625	3	4	0	0	1	1	1	1	4	901	3	0	0	2	3	201	4	1	0
LK-4409060	552	12	565	786	1	2	0	0	0	0	0	0	2	436	1	0	0	0	1	97	2	0	0
LK-4409065	1115	26	1141	1588	3	4	0	0	1	1	1	1	4	880	3	0	0	2	3	197	4	1	0
LK-4409070	950	22	973	1354	2	3	0	0	1	0	1	1	4	750	3	0	0	1	2	168	3	1	0
LK-4409075	1458	34	1492	2076	4	6	1	0	2	1	2	2	6	1151	4	0	0	2	4	257	5	2	1
LK-4409080	743	17	760	1058	2	3	0	0	1	0	1	1	3	587	2	0	0	1	2	131	2	1	0
LK-4409085	472	11	483	672	1	1	0	0	0	0	0	0	2	372	1	0	0	0	1	83	1	0	0
LK-4409090	611	14	625	870	1	2	0	0	0	0	1	0	2	482	2	0	0	1	1	108	2	0	0
LK-4409095	964	22	987	1373	2	3	0	0	1	0	1	1	4	761	3	0	0	1	2	170	3	1	0
LK-4412	7641	165	7819	10886	9	16	0	0	1	0	1	1	18	6029	13	0	0	1	12	1339	15	1	0
LK-4412005	184	4	188	262	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	32	0	0	0
LK-4412010	81	1	83	115	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	14	0	0	0
LK-4412015	483	11	494	687	1	1	0	0	0	0	0	0	2	381	1	0	0	0	1	85	1	0	0
LK-4412020	165	3	169	235	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	29	0	0	0
LK-4412025	180	4	184	257	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	31	0	0	0
LK-4412030	431	10	441	614	1	1	0	0	0	0	0	0	1	340	1	0	0	0	1	76	1	0	0
LK-4412035	381	8	390	543	1	1	0	0	0	0	0	0	1	301	1	0	0	0	1	67	1	0	0
LK-4412040	214	5	219	305	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	37	0	0	0
LK-4412045	208	4	213	297	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	36	0	0	0
LK-4412050	803	18	822	1144	2	3	0	0	1	0	1	1	3	634	2	0	0	1	2	142	3	1	0
LK-4412055	523	12	536	746	1	2	0	0	0	0	0	0	2	413	1	0	0	0	1	92	2	0	0
LK-4412060	429	10	439	611	1	1	0	0	0	0	0	0	1	339	1	0	0	0	1	75	1	0	0
LK-4412065	493	11	504	702	1	2	0	0	0	0	0	0	2	389	1	0	0	0	1	87	1	0	0
LK-4412070	335	7	343	477	0	1	0	0	0	0	0	0	1	264	1	0	0	0	1	59	1	0	0
LK-4412075	42	1	43	61	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	7	0	0	0
LK-4412080	467	10	478	666	1	1	0	0	0	0	0	0	2	369	1	0	0	0	1	82	1	0	0
LK-4412085	219	5	224	312	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	38	0	0	0
LK-4412090	208	4	213	296	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	36	0	0	0
LK-4412095	156	3	159	222	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	27	0	0	0
LK-4412100	103	2	105	146	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	18	0	0	0
LK-4412105	15	0	15	21	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0
LK-4412110	152	3	156	217	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	27	0	0	0
LK-4412115	229	5	235	327	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	40	0	0	0
LK-4412120	145	3	148	206	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	25	0	0	0
LK-4412125	340	7	348	484	0	1	0	0	0	0	0	0	1	268	1	0	0	0	1	60	1	0	0
LK-4412130	319	7	326	454	0	1	0	0	0	0	0	0	1	252	1	0	0	0	0	56	1	0	0
LK-4412135	336	7	344	479	0	1	0	0	0	0	0	0	1	265	1	0	0	0	1	59	1	0	0
LK-4415	14064	309	14395	20033	14	36	0	0	4	0	7	4	39	11099	27	0	0	7	17	2469	33	4	0
LK-4415005	317	7	324	452	0	1	0	0	0	0	0	0	1	250	1	0	0	0	0	56	1	0	0
LK-4415010	504	11	516	718	1	2	0	0	0	0	0	0	2	398	1	0	0	0	1	89	1	0	0
LK-4415015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4415020	451	10	462	643	1	1	0	0	0	0	0	0	1	356	1	0	0	0	1	79	1	0	0
LK-4415025	120	2	123	171	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	21	0	0	0
LK-4415030	649	15	664	924	1	2	0	0	0	0	1	0	2	512	2	0	0	1	1	114	2	0	0
LK-4415035	211	4	216	300	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	37	0	0	0
LK-4415040	296	6	302	421	0	1	0	0	0	0	0	0	1	233	0	0	0	0	0	52	1	0	0
LK-4415045	223	5	228	317	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	39	0	0	0
LK-4415050	613	14	627	872	1	2	0	0	0	0	1	0	2	483	2	0	0	1	1	108	2	0	0
LK-4415055	226	5	232	323	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	40	0	0	0
LK-4415060	294	6	301	419	0	1	0	0	0	0	0	0	1	232	0	0	0	0	0	52	1	0	0
LK-4415065	268	6	275	382	0	1	0	0	0	0	0	0	1	212	0	0	0	0	0	47	1	0	0
LK-4415070	159	3	162	226	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	28	0	0	0
LK-4415075	198	4	202	282	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	35	0	0	0
LK-4415080	270	6	276	384	0	1	0	0	0	0	0	0	1	213	0	0	0	0	0	47	1	0	0
LK-4415085	44	1	45	63	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	7	0	0	0
LK-4415090	43	1	44	62	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	7	0	0	0
LK-4415095	51	1	52	73	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	9	0	0	0
LK-4415100	115	2	118	164	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	20	0	0	0
LK-4415105	457	10	468	651	1	1	0	0	0	0	0	0	1	361	1	0	0	0	1	80	1	0	0
LK-4415110	310	7	317	442	0	1	0	0	0	0	0	0	1	245	1	0	0	0	0	54	1	0	0
LK-4415115	320	7	328	456	0	1	0	0	0	0	0	0	1	253	1	0	0	0	0	56	1	0	0
