entity_id	valid	rejected	polled	electors	UNP	PA	TULF	JVP	SU	DLF	NLF	EPDP	USP	ULF	SLMK	SEP	SMBP	IND4	IND2	IND3	JSP	RJP	SLPF	IND1	SLNF
LK-5330005	244	12	257	366	98	90	28	23	0		1	0			0			0	0	0	0		0	0	0
LK-5330010	275	14	290	412	110	101	32	25	0		1	0			0			0	0	0	0		0	0	0
LK-5330015	94	5	99	142	38	35	11	8	0		0	0			0			0	0	0	0		0	0	0
LK-5330020	229	12	241	343	92	84	27	21	0		1	0			0			0	0	0	0		0	0	0
LK-5330025	372	19	392	557	149	137	44	35	1		2	0			0			0	0	0	0		0	0	0
LK-5330030	347	18	365	519	139	128	41	32	1		2	0			0			0	0	0	0		0	0	0
LK-5330035	164	8	173	246	66	60	19	15	0		1	0			0			0	0	0	0		0	0	0
LK-5330040	952	50	1002	1424	381	351	112	89	3		6	1			0			0	0	0	1		0	0	0
LK-5330045	116	6	122	173	46	42	13	10	0		0	0			0			0	0	0	0		0	0	0
LK-5330050	145	7	153	217	58	53	17	13	0		1	0			0			0	0	0	0		0	0	0
LK-5330055	866	45	911	1295	347	319	102	81	2		5	1			0			0	0	0	1		0	0	0
LK-5330060	463	24	487	692	185	170	54	43	1		3	0			0			0	0	0	0		0	0	0
LK-5330065	191	10	201	285	76	70	22	17	0		1	0			0			0	0	0	0		0	0	0
LK-5330070	200	10	210	299	80	73	23	18	0		1	0			0			0	0	0	0		0	0	0
LK-5330075	323	17	340	483	129	119	38	30	1		2	0			0			0	0	0	0		0	0	0
LK-5330080	337	17	355	505	135	124	39	31	1		2	0			0			0	0	0	0		0	0	0
LK-5333	4452	231	4689	6662	1782	1640	522	415	10		26	5			0			0	0	0	0		0	0	0
LK-5333005	212	11	224	318	85	78	25	20	0		1	0			0			0	0	0	0		0	0	0
LK-5333010	748	39	788	1119	300	276	88	70	2		5	1			0			0	0	0	0		0	0	0
LK-5333015	355	18	374	532	142	131	42	33	1		2	0			0			0	0	0	0		0	0	0
LK-5333020	498	26	524	745	199	183	58	46	1		3	1			0			0	0	0	0		0	0	0
LK-5333025	322	17	339	482	129	119	38	30	1		2	0			0			0	0	0	0		0	0	0
LK-5333030	270	14	284	404	108	99	31	25	0		1	0			0			0	0	0	0		0	0	0
LK-5333035	572	30	602	855	229	210	67	53	1		3	1			0			0	0	0	0		0	0	0
LK-5333040	537	28	566	804	215	198	63	50	1		3	1			0			0	0	0	0		0	0	0
LK-5333045	637	33	671	953	255	235	75	60	2		4	1			0			0	0	0	0		0	0	0
LK-5333050	301	15	317	450	120	111	35	28	1		2	0			0			0	0	0	0		0	0	0
LK-6	1076890	52026	1129931	1504332	528565	452695		80668	3338		4001			52	1			0	1	0	3	0	0	2	0
LK-61	759911	37226	797902	1045303	370036	320212		59696	1928		2364			45	0			0	0	0	0	0	0	0	0
LK-6103	15122	683	15822	20805	6946	6738		1254	0		66			0	0			0	0	0	0	0	0	0	0
LK-6103005	394	18	412	542	181	176		33	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103010	527	24	551	725	242	235		44	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103015	483	22	505	664	222	215		40	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103020	685	31	717	942	315	305		57	0		3			0	0			0	0	0	0	0	0	0	0
LK-6103025	553	25	579	761	254	246		46	0		3			0	0			0	0	0	0	0	0	0	0
LK-6103030	403	18	422	555	185	180		33	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103035	406	18	425	558	186	181		34	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103040	303	14	317	417	139	135		25	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103045	287	13	301	395	132	128		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103050	475	22	497	654	218	212		39	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103055	391	18	409	538	180	174		32	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103060	470	21	492	647	216	209		39	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103065	573	26	600	789	264	256		48	0		3			0	0			0	0	0	0	0	0	0	0
LK-6103070	236	10	247	324	108	105		19	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103075	491	22	513	675	225	219		41	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103080	859	39	899	1182	395	383		72	0		4			0	0			0	0	0	0	0	0	0	0
LK-6103085	451	20	471	620	207	201		37	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103090	291	13	304	400	133	129		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103095	436	20	456	600	200	194		36	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103100	637	29	667	877	293	284		53	0		3			0	0			0	0	0	0	0	0	0	0
LK-6103105	533	24	558	733	245	237		44	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103110	379	17	396	521	174	169		31	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103115	339	15	355	467	156	151		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103120	422	19	442	581	194	188		35	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103125	162	7	169	223	74	72		13	0		0			0	0			0	0	0	0	0	0	0	0
LK-6103130	240	11	252	331	110	107		20	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103135	424	19	443	583	195	189		35	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103140	196	9	205	269	90	87		16	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103145	573	26	600	789	264	256		48	0		3			0	0			0	0	0	0	0	0	0	0
LK-6103150	338	15	353	465	155	150		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103155	195	9	204	268	89	87		16	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103160	312	14	327	430	143	139		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6103165	665	30	695	914	305	296		55	0		3			0	0			0	0	0	0	0	0	0	0
LK-6103170	493	22	516	678	227	220		41	0		2			0	0			0	0	0	0	0	0	0	0
LK-6103175	500	23	523	688	230	223		42	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106	26513	1198	27743	36486	12181	11811		2197	0		118			0	0			0	0	0	0	0	0	0	0
LK-6106005	693	32	725	954	319	309		58	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106010	384	17	401	528	176	171		32	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106015	248	11	260	342	114	110		20	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106020	409	18	428	562	188	182		34	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106025	347	16	364	478	160	155		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106030	344	15	360	473	158	153		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106035	360	16	377	495	165	160		30	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106040	264	12	276	363	121	118		22	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106045	530	24	554	729	243	236		44	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106050	367	17	384	505	168	163		30	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106055	447	20	468	615	205	199		37	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106060	615	28	643	846	283	274		51	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106065	697	32	730	959	321	311		58	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106070	732	33	765	1007	336	326		61	0		4			0	0			0	0	0	0	0	0	0	0
LK-6106075	1075	49	1124	1479	494	479		90	0		5			0	0			0	0	0	0	0	0	0	0
LK-6106080	352	16	369	485	162	157		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106085	262	12	274	360	120	116		22	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106090	480	22	503	661	221	214		40	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106095	389	18	407	535	179	173		32	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106100	570	26	596	784	262	254		47	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106105	276	12	288	379	127	123		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106110	314	14	328	432	144	140		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106115	318	14	333	438	146	142		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106120	591	27	619	814	272	263		49	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106125	376	17	394	518	173	168		31	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106130	397	18	415	546	182	177		33	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106135	496	23	519	682	228	221		41	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106140	608	28	636	836	279	271		51	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106145	753	34	788	1036	346	335		63	0		4			0	0			0	0	0	0	0	0	0	0
LK-6106150	555	25	580	763	255	247		46	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106155	466	21	488	642	214	208		39	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106160	295	13	309	406	135	131		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106165	343	15	359	472	157	153		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106170	341	15	357	470	157	152		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106175	222	10	232	306	102	99		18	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106180	509	23	532	700	234	227		42	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106185	380	17	398	523	175	169		31	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106190	374	17	392	515	172	167		31	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106195	699	32	731	961	321	311		58	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106200	591	27	618	813	272	263		49	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106205	350	16	367	482	161	156		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106210	295	13	309	407	136	131		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106215	431	19	451	593	198	192		36	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106220	436	20	456	600	200	194		36	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106225	229	10	240	316	105	102		19	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106230	365	16	382	503	168	163		30	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106235	271	12	283	373	124	121		22	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106240	367	17	384	505	169	164		30	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106245	375	17	393	517	172	167		31	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106250	227	10	238	312	104	101		19	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106255	253	11	265	349	116	113		21	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106260	339	15	355	467	156	151		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106265	402	18	421	554	185	179		33	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106270	424	19	443	583	195	189		35	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106275	545	25	570	749	250	243		45	0		3			0	0			0	0	0	0	0	0	0	0
LK-6106280	394	18	412	542	181	176		33	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106285	525	24	550	723	241	234		44	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106290	347	16	363	478	159	154		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106295	278	12	291	383	128	124		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106300	300	13	314	413	138	133		25	0		1			0	0			0	0	0	0	0	0	0	0
LK-6106305	413	19	432	568	190	184		34	0		2			0	0			0	0	0	0	0	0	0	0
LK-6106310	478	22	500	657	219	213		40	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109	12409	560	12985	17072	5699	5526		1027	0		51			0	0			0	0	0	0	0	0	0	0
LK-6109005	444	20	464	611	204	198		37	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109010	454	21	475	625	209	202		38	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109015	375	17	392	516	172	167		31	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109020	389	18	407	535	179	173		32	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109025	518	24	542	712	238	231		43	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109030	205	9	214	282	94	91		17	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109035	354	16	371	487	163	158		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109040	260	12	272	358	119	116		21	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109045	274	12	287	377	126	122		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109050	352	16	369	485	162	157		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109055	316	14	330	434	145	141		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109060	316	14	330	434	145	141		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109065	346	16	363	477	159	154		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109070	250	11	262	344	115	111		21	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109075	371	17	388	510	170	165		31	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109080	230	10	241	316	105	102		19	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109085	332	15	348	458	153	148		27	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109090	361	16	378	497	166	161		30	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109095	443	20	463	609	203	197		37	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109100	360	16	377	496	166	161		30	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109105	511	23	535	703	235	228		42	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109110	286	13	299	393	131	127		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109115	372	17	389	512	171	166		31	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109120	286	13	299	393	131	127		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109125	433	20	453	596	199	193		36	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109130	320	14	335	440	147	142		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109135	297	13	311	409	136	132		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109140	331	15	346	456	152	147		27	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109145	371	17	388	510	170	165		31	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109150	493	22	516	678	227	220		41	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109155	475	22	497	653	218	211		39	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109160	401	18	420	552	184	179		33	0		2			0	0			0	0	0	0	0	0	0	0
LK-6109165	270	12	282	371	124	120		22	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109170	256	11	268	352	117	114		21	0		1			0	0			0	0	0	0	0	0	0	0
LK-6109175	357	16	374	491	164	159		30	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112	11105	475	11592	15266	5360	4570		1043	1		40			0	0			0	0	0	0	0	0	0	0
LK-6112005	396	17	413	544	191	163		37	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112010	310	13	324	426	150	128		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112015	505	22	527	694	244	208		48	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112020	272	12	284	374	131	112		25	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112025	545	24	569	750	263	225		51	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112030	764	33	798	1051	369	315		72	1		3			0	0			0	0	0	0	0	0	0	0
LK-6112035	462	20	482	635	223	190		43	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112040	273	12	285	376	132	112		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112045	244	10	255	335	118	100		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112050	333	14	348	458	161	137		31	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112055	469	20	490	645	227	193		44	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112060	491	21	512	675	237	202		46	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112065	512	22	534	703	247	211		48	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112070	237	10	247	325	114	97		22	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112075	340	14	355	467	164	140		32	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112080	474	20	495	651	229	195		45	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112085	347	15	362	477	167	143		33	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112090	542	23	566	745	261	223		51	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112095	342	15	357	470	165	141		32	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112100	283	12	295	389	136	116		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112105	285	12	298	392	138	117		27	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112110	356	15	371	489	172	146		33	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112115	278	12	290	382	134	114		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112120	571	25	596	785	276	235		54	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112125	362	15	378	498	175	149		34	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112130	468	20	489	644	226	193		44	0		2			0	0			0	0	0	0	0	0	0	0
LK-6112135	315	13	329	434	152	130		30	0		1			0	0			0	0	0	0	0	0	0	0
LK-6112140	329	14	343	452	158	135		31	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115	9836	587	10436	13770	4894	4094		732	0		23			0	0			0	0	0	0	0	0	0	0
LK-6115005	416	25	441	582	207	173		31	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115010	310	18	329	434	154	129		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115015	329	20	349	460	164	137		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115020	427	26	453	597	212	178		32	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115025	255	15	270	357	127	106		19	0		0			0	0			0	0	0	0	0	0	0	0
LK-6115030	314	19	333	439	156	131		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115035	226	13	239	316	112	94		17	0		0			0	0			0	0	0	0	0	0	0	0
LK-6115040	383	23	406	536	190	159		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115045	283	17	300	396	141	118		21	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115050	317	19	337	444	158	132		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115055	292	17	310	409	145	121		22	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115060	364	22	386	509	181	151		27	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115065	422	25	448	591	210	176		32	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115070	371	22	394	520	185	155		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115075	351	21	372	491	175	146		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115080	333	20	353	466	166	139		25	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115085	187	11	199	262	93	78		14	0		0			0	0			0	0	0	0	0	0	0	0
LK-6115090	308	18	326	431	153	128		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115095	296	18	314	414	147	123		22	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115100	263	16	279	368	131	109		19	0		0			0	0			0	0	0	0	0	0	0	0
LK-6115105	551	33	585	772	275	230		41	0		2			0	0			0	0	0	0	0	0	0	0
LK-6115110	257	15	273	360	128	107		19	0		0			0	0			0	0	0	0	0	0	0	0
LK-6115115	304	18	323	426	151	127		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115120	274	16	291	384	136	114		20	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115125	265	16	282	372	132	110		20	0		0			0	0			0	0	0	0	0	0	0	0
LK-6115130	217	13	230	304	108	90		16	0		0			0	0			0	0	0	0	0	0	0	0
LK-6115135	233	14	248	327	116	97		17	0		0			0	0			0	0	0	0	0	0	0	0
LK-6115140	546	33	579	764	272	227		41	0		2			0	0			0	0	0	0	0	0	0	0
LK-6115145	322	19	342	451	160	134		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6115150	223	13	236	312	111	93		16	0		0			0	0			0	0	0	0	0	0	0	0
LK-6115155	197	12	209	276	98	82		14	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118	10128	601	10745	14175	5043	4220		755	1		22			0	0			0	0	0	0	0	0	0	0
LK-6118005	207	12	219	289	103	86		15	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118010	227	13	241	318	113	95		17	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118015	441	26	468	617	220	184		33	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118020	390	23	413	545	194	162		29	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118025	267	16	284	374	133	111		20	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118030	244	14	259	341	121	101		18	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118035	248	15	263	348	124	103		18	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118040	139	8	148	195	69	58		10	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118045	356	21	377	498	177	148		27	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118050	305	18	324	427	152	127		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118055	129	7	137	180	64	53		9	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118060	369	22	391	516	184	154		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118065	357	21	379	500	178	149		27	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118070	416	25	442	583	207	174		31	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118075	513	31	544	718	255	214		38	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118080	748	45	793	1046	372	312		56	0		2			0	0			0	0	0	0	0	0	0	0
LK-6118085	257	15	272	359	128	107		19	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118090	239	14	254	335	119	100		18	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118095	898	54	952	1256	447	374		68	1		3			0	0			0	0	0	0	0	0	0	0
LK-6118100	327	19	346	457	163	136		24	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118105	203	12	216	285	101	85		15	0		0			0	0			0	0	0	0	0	0	0	0
LK-6118110	418	25	443	585	208	174		31	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118115	424	25	450	593	211	177		32	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118120	379	23	403	531	189	158		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118125	353	21	375	495	176	147		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118130	436	26	463	611	217	182		33	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118135	473	28	502	662	236	197		35	0		1			0	0			0	0	0	0	0	0	0	0
LK-6118140	365	22	387	511	182	152		27	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121	18720	1121	19863	26202	9322	7800		1398	1		50			0	0			0	0	0	0	0	0	0	0
LK-6121005	466	28	495	653	232	194		35	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121010	250	15	265	350	124	104		18	0		0			0	0			0	0	0	0	0	0	0	0
LK-6121015	340	20	361	477	169	142		25	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121020	465	28	493	651	232	194		35	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121025	402	24	426	562	200	167		30	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121030	268	16	285	375	133	112		20	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121035	432	26	458	604	215	180		32	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121040	407	24	432	570	203	170		30	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121045	429	26	456	601	214	179		32	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121050	440	26	466	615	219	183		33	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121055	562	34	597	787	280	234		42	0		2			0	0			0	0	0	0	0	0	0	0
LK-6121060	454	27	482	636	226	189		34	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121065	626	38	664	876	312	261		47	0		2			0	0			0	0	0	0	0	0	0	0
LK-6121070	311	18	330	435	155	129		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121075	446	27	473	624	222	186		33	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121080	335	20	355	469	167	139		25	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121085	450	27	477	630	224	187		34	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121090	272	16	288	381	135	113		20	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121095	371	22	394	519	185	155		28	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121100	476	29	505	666	237	198		36	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121105	684	41	726	958	341	285		51	0		2			0	0			0	0	0	0	0	0	0	0
LK-6121110	630	38	668	881	314	262		47	0		2			0	0			0	0	0	0	0	0	0	0
LK-6121115	884	53	938	1237	440	369		67	1		3			0	0			0	0	0	0	0	0	0	0
LK-6121120	403	24	428	564	201	168		30	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121125	457	27	485	640	228	191		34	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121130	415	25	440	580	206	173		31	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121135	432	26	459	605	215	180		32	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121140	346	21	368	485	172	144		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121145	266	16	282	372	132	111		20	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121150	491	29	520	687	244	204		37	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121155	539	32	572	754	268	225		40	0		2			0	0			0	0	0	0	0	0	0	0
LK-6121160	479	29	508	670	238	199		36	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121165	301	18	319	422	150	125		22	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121170	419	25	445	587	209	175		31	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121175	405	24	430	567	202	169		30	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121180	620	37	658	868	309	259		47	0		2			0	0			0	0	0	0	0	0	0	0
LK-6121185	709	43	752	992	353	296		53	0		2			0	0			0	0	0	0	0	0	0	0
LK-6121190	702	42	745	982	350	293		53	0		2			0	0			0	0	0	0	0	0	0	0
LK-6121195	412	25	437	577	205	172		31	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121200	260	15	276	364	130	108		19	0		0			0	0			0	0	0	0	0	0	0	0
LK-6121205	349	21	371	489	174	145		26	0		1			0	0			0	0	0	0	0	0	0	0
LK-6121210	315	19	334	440	157	131		23	0		1			0	0			0	0	0	0	0	0	0	0
LK-6124	26865	1154	28047	36933	12959	11060		2522	0		96			0	0			0	0	0	0	0	0	0	0
LK-6124005	294	12	306	404	142	121		27	0		1			0	0			0	0	0	0	0	0	0	0
LK-6124010	465	20	485	639	224	191		44	0		2			0	0			0	0	0	0	0	0	0	0
LK-6124015	187	8	195	257	90	77		17	0		0			0	0			0	0	0	0	0	0	0	0
LK-6124020	341	15	356	469	165	140		32	0		1			0	0			0	0	0	0	0	0	0	0
LK-6124025	324	14	338	445	156	133		30	0		1			0	0			0	0	0	0	0	0	0	0
LK-6124030	411	18	429	565	198	169		39	0		2			0	0			0	0	0	0	0	0	0	0
LK-6124035	385	16	402	530	186	159		36	0		1			0	0			0	0	0	0	0	0	0	0
LK-6124040	459	20	479	631	221	189		43	0		2			0	0			0	0	0	0	0	0	0	0
LK-6124045	374	16	391	514	180	154		35	0		1			0	0			0	0	0	0	0	0	0	0
